TrialID,BlockID,RefLoc,nTestDots,RefPaths,TestPaths,Responses,RT,TestMore,CorrectReponses
160,3,1,10,stimuli/main/ref_images/img_10_277.png,stimuli/main/test_images/img_10_477.png,-1,-1,-1,1
161,3,1,16,stimuli/main/ref_images/img_10_251.png,stimuli/main/test_images/img_16_451.png,-1,-1,-1,0
162,3,0,12,stimuli/main/ref_images/img_10_229.png,stimuli/main/test_images/img_12_479.png,-1,-1,-1,1
163,3,0,16,stimuli/main/ref_images/img_10_083.png,stimuli/main/test_images/img_16_483.png,-1,-1,-1,1
164,3,1,6,stimuli/main/ref_images/img_10_275.png,stimuli/main/test_images/img_06_475.png,-1,-1,-1,1
165,3,0,12,stimuli/main/ref_images/img_10_222.png,stimuli/main/test_images/img_12_472.png,-1,-1,-1,1
166,3,1,6,stimuli/main/ref_images/img_10_247.png,stimuli/main/test_images/img_06_497.png,-1,-1,-1,1
167,3,0,20,stimuli/main/ref_images/img_10_301.png,stimuli/main/test_images/img_20_451.png,-1,-1,-1,1
168,3,0,20,stimuli/main/ref_images/img_10_112.png,stimuli/main/test_images/img_20_462.png,-1,-1,-1,1
169,3,1,16,stimuli/main/ref_images/img_10_097.png,stimuli/main/test_images/img_16_497.png,-1,-1,-1,0
170,3,0,10,stimuli/main/ref_images/img_10_004.png,stimuli/main/test_images/img_10_454.png,-1,-1,-1,0
171,3,1,5,stimuli/main/ref_images/img_10_162.png,stimuli/main/test_images/img_05_462.png,-1,-1,-1,1
172,3,1,16,stimuli/main/ref_images/img_10_195.png,stimuli/main/test_images/img_16_495.png,-1,-1,-1,0
173,3,0,12,stimuli/main/ref_images/img_10_096.png,stimuli/main/test_images/img_12_496.png,-1,-1,-1,1
174,3,1,16,stimuli/main/ref_images/img_10_048.png,stimuli/main/test_images/img_16_498.png,-1,-1,-1,0
175,3,0,16,stimuli/main/ref_images/img_10_279.png,stimuli/main/test_images/img_16_479.png,-1,-1,-1,1
176,3,1,20,stimuli/main/ref_images/img_10_350.png,stimuli/main/test_images/img_20_500.png,-1,-1,-1,0
177,3,0,10,stimuli/main/ref_images/img_10_312.png,stimuli/main/test_images/img_10_462.png,-1,-1,-1,0
178,3,1,20,stimuli/main/ref_images/img_10_077.png,stimuli/main/test_images/img_20_477.png,-1,-1,-1,0
179,3,0,10,stimuli/main/ref_images/img_10_018.png,stimuli/main/test_images/img_10_468.png,-1,-1,-1,0
180,3,0,10,stimuli/main/ref_images/img_10_053.png,stimuli/main/test_images/img_10_453.png,-1,-1,-1,0
181,3,0,20,stimuli/main/ref_images/img_10_238.png,stimuli/main/test_images/img_20_488.png,-1,-1,-1,1
182,3,1,5,stimuli/main/ref_images/img_10_176.png,stimuli/main/test_images/img_05_476.png,-1,-1,-1,1
183,3,0,10,stimuli/main/ref_images/img_10_291.png,stimuli/main/test_images/img_10_491.png,-1,-1,-1,0
184,3,1,10,stimuli/main/ref_images/img_10_116.png,stimuli/main/test_images/img_10_466.png,-1,-1,-1,1
185,3,1,12,stimuli/main/ref_images/img_10_348.png,stimuli/main/test_images/img_12_498.png,-1,-1,-1,0
186,3,0,8,stimuli/main/ref_images/img_10_038.png,stimuli/main/test_images/img_08_488.png,-1,-1,-1,0
187,3,1,20,stimuli/main/ref_images/img_10_315.png,stimuli/main/test_images/img_20_465.png,-1,-1,-1,0
188,3,1,20,stimuli/main/ref_images/img_10_070.png,stimuli/main/test_images/img_20_470.png,-1,-1,-1,0
189,3,0,20,stimuli/main/ref_images/img_10_252.png,stimuli/main/test_images/img_20_452.png,-1,-1,-1,1
190,3,0,20,stimuli/main/ref_images/img_10_028.png,stimuli/main/test_images/img_20_478.png,-1,-1,-1,1
191,3,1,6,stimuli/main/ref_images/img_10_268.png,stimuli/main/test_images/img_06_468.png,-1,-1,-1,1
192,3,1,10,stimuli/main/ref_images/img_10_263.png,stimuli/main/test_images/img_10_463.png,-1,-1,-1,1
193,3,0,12,stimuli/main/ref_images/img_10_152.png,stimuli/main/test_images/img_12_452.png,-1,-1,-1,1
194,3,1,5,stimuli/main/ref_images/img_10_232.png,stimuli/main/test_images/img_05_482.png,-1,-1,-1,1
195,3,1,20,stimuli/main/ref_images/img_10_210.png,stimuli/main/test_images/img_20_460.png,-1,-1,-1,0
196,3,0,8,stimuli/main/ref_images/img_10_241.png,stimuli/main/test_images/img_08_491.png,-1,-1,-1,0
197,3,0,5,stimuli/main/ref_images/img_10_057.png,stimuli/main/test_images/img_05_457.png,-1,-1,-1,0
198,3,1,10,stimuli/main/ref_images/img_10_165.png,stimuli/main/test_images/img_10_465.png,-1,-1,-1,1
199,3,0,10,stimuli/main/ref_images/img_10_326.png,stimuli/main/test_images/img_10_476.png,-1,-1,-1,0
200,3,1,20,stimuli/main/ref_images/img_10_336.png,stimuli/main/test_images/img_20_486.png,-1,-1,-1,0
201,3,0,6,stimuli/main/ref_images/img_10_191.png,stimuli/main/test_images/img_06_491.png,-1,-1,-1,0
202,3,1,20,stimuli/main/ref_images/img_10_014.png,stimuli/main/test_images/img_20_464.png,-1,-1,-1,0
203,3,0,10,stimuli/main/ref_images/img_10_137.png,stimuli/main/test_images/img_10_487.png,-1,-1,-1,0
204,3,1,20,stimuli/main/ref_images/img_10_035.png,stimuli/main/test_images/img_20_485.png,-1,-1,-1,0
205,3,0,10,stimuli/main/ref_images/img_10_088.png,stimuli/main/test_images/img_10_488.png,-1,-1,-1,0
206,3,1,20,stimuli/main/ref_images/img_10_119.png,stimuli/main/test_images/img_20_469.png,-1,-1,-1,0
207,3,1,8,stimuli/main/ref_images/img_10_136.png,stimuli/main/test_images/img_08_486.png,-1,-1,-1,1
208,3,1,16,stimuli/main/ref_images/img_10_300.png,stimuli/main/test_images/img_16_500.png,-1,-1,-1,0
209,3,0,6,stimuli/main/ref_images/img_10_156.png,stimuli/main/test_images/img_06_456.png,-1,-1,-1,0
210,3,0,8,stimuli/main/ref_images/img_10_283.png,stimuli/main/test_images/img_08_483.png,-1,-1,-1,0
211,4,1,16,stimuli/main/ref_images/img_10_027.png,stimuli/main/test_images/img_16_477.png,-1,-1,-1,0
212,4,1,16,stimuli/main/ref_images/img_10_118.png,stimuli/main/test_images/img_16_468.png,-1,-1,-1,0
213,4,1,16,stimuli/main/ref_images/img_10_216.png,stimuli/main/test_images/img_16_466.png,-1,-1,-1,0
214,4,1,5,stimuli/main/ref_images/img_10_260.png,stimuli/main/test_images/img_05_460.png,-1,-1,-1,1
215,4,0,12,stimuli/main/ref_images/img_10_124.png,stimuli/main/test_images/img_12_474.png,-1,-1,-1,1
216,4,1,5,stimuli/main/ref_images/img_10_050.png,stimuli/main/test_images/img_05_500.png,-1,-1,-1,1
217,4,1,12,stimuli/main/ref_images/img_10_208.png,stimuli/main/test_images/img_12_458.png,-1,-1,-1,0
218,4,1,6,stimuli/main/ref_images/img_10_114.png,stimuli/main/test_images/img_06_464.png,-1,-1,-1,1
219,4,1,10,stimuli/main/ref_images/img_10_081.png,stimuli/main/test_images/img_10_481.png,-1,-1,-1,1
220,4,0,5,stimuli/main/ref_images/img_10_337.png,stimuli/main/test_images/img_05_487.png,-1,-1,-1,0
221,4,1,8,stimuli/main/ref_images/img_10_185.png,stimuli/main/test_images/img_08_485.png,-1,-1,-1,1
222,4,0,12,stimuli/main/ref_images/img_10_110.png,stimuli/main/test_images/img_12_460.png,-1,-1,-1,1
223,4,1,20,stimuli/main/ref_images/img_10_245.png,stimuli/main/test_images/img_20_495.png,-1,-1,-1,0
224,4,1,16,stimuli/main/ref_images/img_10_139.png,stimuli/main/test_images/img_16_489.png,-1,-1,-1,0
225,4,0,10,stimuli/main/ref_images/img_10_144.png,stimuli/main/test_images/img_10_494.png,-1,-1,-1,0
226,4,1,10,stimuli/main/ref_images/img_10_347.png,stimuli/main/test_images/img_10_497.png,-1,-1,-1,1
227,4,0,20,stimuli/main/ref_images/img_10_161.png,stimuli/main/test_images/img_20_461.png,-1,-1,-1,1
228,4,0,6,stimuli/main/ref_images/img_10_254.png,stimuli/main/test_images/img_06_454.png,-1,-1,-1,0
229,4,1,8,stimuli/main/ref_images/img_10_339.png,stimuli/main/test_images/img_08_489.png,-1,-1,-1,1
230,4,0,20,stimuli/main/ref_images/img_10_203.png,stimuli/main/test_images/img_20_453.png,-1,-1,-1,1
231,4,1,12,stimuli/main/ref_images/img_10_138.png,stimuli/main/test_images/img_12_488.png,-1,-1,-1,0
232,4,1,12,stimuli/main/ref_images/img_10_334.png,stimuli/main/test_images/img_12_484.png,-1,-1,-1,0
233,4,1,8,stimuli/main/ref_images/img_10_052.png,stimuli/main/test_images/img_08_452.png,-1,-1,-1,1
234,4,1,8,stimuli/main/ref_images/img_10_346.png,stimuli/main/test_images/img_08_496.png,-1,-1,-1,1
235,4,1,8,stimuli/main/ref_images/img_10_213.png,stimuli/main/test_images/img_08_463.png,-1,-1,-1,1
236,4,1,6,stimuli/main/ref_images/img_10_023.png,stimuli/main/test_images/img_06_473.png,-1,-1,-1,1
